parent_id,index,value
18723,2,"tag_2"
18722,1,"tag_1"
18721,0,"tag_0"
18720,4,"tag_4"
18719,3,"tag_3"
18718,2,"tag_2"
18717,1,"tag_1"
18716,0,"tag_0"
18715,4,"tag_4"
18714,3,"tag_3"
18713,2,"tag_2"
18712,1,"tag_1"
18711,0,"tag_0"
18710,4,"tag_4"
18709,3,"tag_3"
18708,2,"tag_2"
18707,1,"tag_1"
18706,0,"tag_0"
18705,4,"tag_4"
18704,3,"tag_3"
18703,2,"tag_2"
18702,1,"tag_1"
18701,0,"tag_0"
18700,4,"tag_4"
18699,3,"tag_3"
18698,2,"tag_2"
18697,1,"tag_1"
18696,0,"tag_0"
18695,4,"tag_4"
18694,3,"tag_3"
18693,2,"tag_2"
18692,1,"tag_1"
18691,0,"tag_0"
18690,4,"tag_4"
18689,3,"tag_3"
18688,2,"tag_2"
18687,1,"tag_1"
18686,0,"tag_0"
18685,4,"tag_4"
18684,3,"tag_3"
18683,2,"tag_2"
18682,1,"tag_1"
18681,0,"tag_0"
18680,4,"tag_4"
18679,3,"tag_3"
18678,2,"tag_2"
18677,1,"tag_1"
18676,0,"tag_0"
18675,4,"tag_4"
18674,3,"tag_3"
18673,2,"tag_2"
18672,1,"tag_1"
18671,0,"tag_0"
18670,4,"tag_4"
18669,3,"tag_3"
18668,2,"tag_2"
18667,1,"tag_1"
18666,0,"tag_0"
18665,4,"tag_4"
18664,3,"tag_3"
18663,2,"tag_2"
18662,1,"tag_1"
18661,0,"tag_0"
18660,4,"tag_4"
18659,3,"tag_3"
18658,2,"tag_2"
18657,1,"tag_1"
18656,0,"tag_0"
18655,4,"tag_4"
18654,3,"tag_3"
18653,2,"tag_2"
18652,1,"tag_1"
18651,0,"tag_0"
18650,4,"tag_4"
18649,3,"tag_3"
18648,2,"tag_2"
18647,1,"tag_1"
18646,0,"tag_0"
18645,4,"tag_4"
18644,3,"tag_3"
18643,2,"tag_2"
18642,1,"tag_1"
18641,0,"tag_0"
18640,4,"tag_4"
18639,3,"tag_3"
18638,2,"tag_2"
18637,1,"tag_1"
18636,0,"tag_0"
18635,4,"tag_4"
18634,3,"tag_3"
18633,2,"tag_2"
18632,1,"tag_1"
18631,0,"tag_0"
18630,4,"tag_4"
18629,3,"tag_3"
18628,2,"tag_2"
18627,1,"tag_1"
18626,0,"tag_0"
18625,4,"tag_4"
18624,3,"tag_3"
18623,2,"tag_2"
18622,1,"tag_1"
18621,0,"tag_0"
18620,4,"tag_4"
18619,3,"tag_3"
18618,2,"tag_2"
18617,1,"tag_1"
18616,0,"tag_0"
18615,4,"tag_4"
18614,3,"tag_3"
18613,2,"tag_2"
18612,1,"tag_1"
18611,0,"tag_0"
18610,4,"tag_4"
18609,3,"tag_3"
18608,2,"tag_2"
18607,1,"tag_1"
18606,0,"tag_0"
18605,4,"tag_4"
18604,3,"tag_3"
18603,2,"tag_2"
18602,1,"tag_1"
18601,0,"tag_0"
18600,4,"tag_4"
18599,3,"tag_3"
18598,2,"tag_2"
18597,1,"tag_1"
18596,0,"tag_0"
18595,4,"tag_4"
18594,3,"tag_3"
18593,2,"tag_2"
18592,1,"tag_1"
18591,0,"tag_0"
18590,4,"tag_4"
18589,3,"tag_3"
18588,2,"tag_2"
18587,1,"tag_1"
18586,0,"tag_0"
18585,4,"tag_4"
18584,3,"tag_3"
18583,2,"tag_2"
18582,1,"tag_1"
18581,0,"tag_0"
18580,4,"tag_4"
18579,3,"tag_3"
18578,2,"tag_2"
18577,1,"tag_1"
18576,0,"tag_0"
18575,4,"tag_4"
18574,3,"tag_3"
18573,2,"tag_2"
18572,1,"tag_1"
18571,0,"tag_0"
18570,4,"tag_4"
18569,3,"tag_3"
18568,2,"tag_2"
18567,1,"tag_1"
18566,0,"tag_0"
18565,4,"tag_4"
18564,3,"tag_3"
18563,2,"tag_2"
18562,1,"tag_1"
18561,0,"tag_0"
18560,4,"tag_4"
18559,3,"tag_3"
18558,2,"tag_2"
18557,1,"tag_1"
18556,0,"tag_0"
18555,4,"tag_4"
18554,3,"tag_3"
18553,2,"tag_2"
18552,1,"tag_1"
18551,0,"tag_0"
18550,4,"tag_4"
18549,3,"tag_3"
18548,2,"tag_2"
18547,1,"tag_1"
18546,0,"tag_0"
18545,4,"tag_4"
18544,3,"tag_3"
18543,2,"tag_2"
18542,1,"tag_1"
18541,0,"tag_0"
18540,4,"tag_4"
18539,3,"tag_3"
18538,2,"tag_2"
18537,1,"tag_1"
18536,0,"tag_0"
18535,4,"tag_4"
18534,3,"tag_3"
18533,2,"tag_2"
18532,1,"tag_1"
18531,0,"tag_0"
18530,4,"tag_4"
18529,3,"tag_3"
18528,2,"tag_2"
18527,1,"tag_1"
18526,0,"tag_0"
18525,4,"tag_4"
18524,3,"tag_3"
18523,2,"tag_2"
18522,1,"tag_1"
18521,0,"tag_0"
18520,4,"tag_4"
18519,3,"tag_3"
18518,2,"tag_2"
18517,1,"tag_1"
18516,0,"tag_0"
18515,4,"tag_4"
18514,3,"tag_3"
18513,2,"tag_2"
18512,1,"tag_1"
18511,0,"tag_0"
18510,4,"tag_4"
18509,3,"tag_3"
18508,2,"tag_2"
18507,1,"tag_1"
18506,0,"tag_0"
18505,4,"tag_4"
18504,3,"tag_3"
18503,2,"tag_2"
18502,1,"tag_1"
18501,0,"tag_0"
18500,4,"tag_4"
18499,3,"tag_3"
18498,2,"tag_2"
18497,1,"tag_1"
18496,0,"tag_0"
18495,4,"tag_4"
18494,3,"tag_3"
18493,2,"tag_2"
18492,1,"tag_1"
18491,0,"tag_0"
18490,4,"tag_4"
18489,3,"tag_3"
18488,2,"tag_2"
18487,1,"tag_1"
18486,0,"tag_0"
18485,4,"tag_4"
18484,3,"tag_3"
18483,2,"tag_2"
18482,1,"tag_1"
18481,0,"tag_0"
18480,4,"tag_4"
18479,3,"tag_3"
18478,2,"tag_2"
18477,1,"tag_1"
18476,0,"tag_0"
18475,4,"tag_4"
18474,3,"tag_3"
18473,2,"tag_2"
18472,1,"tag_1"
18471,0,"tag_0"
18470,4,"tag_4"
18469,3,"tag_3"
18468,2,"tag_2"
18467,1,"tag_1"
18466,0,"tag_0"
18465,4,"tag_4"
18464,3,"tag_3"
18463,2,"tag_2"
18462,1,"tag_1"
18461,0,"tag_0"
18460,4,"tag_4"
18459,3,"tag_3"
18458,2,"tag_2"
18457,1,"tag_1"
18456,0,"tag_0"
18455,4,"tag_4"
18454,3,"tag_3"
18453,2,"tag_2"
18452,1,"tag_1"
18451,0,"tag_0"
18450,4,"tag_4"
18449,3,"tag_3"
18448,2,"tag_2"
18447,1,"tag_1"
18446,0,"tag_0"
18445,4,"tag_4"
18444,3,"tag_3"
18443,2,"tag_2"
18442,1,"tag_1"
18441,0,"tag_0"
18440,4,"tag_4"
18439,3,"tag_3"
18438,2,"tag_2"
18437,1,"tag_1"
18436,0,"tag_0"
18435,4,"tag_4"
18434,3,"tag_3"
18433,2,"tag_2"
18432,1,"tag_1"
18431,0,"tag_0"
18430,4,"tag_4"
18429,3,"tag_3"
18428,2,"tag_2"
18427,1,"tag_1"
18426,0,"tag_0"
18425,4,"tag_4"
18424,3,"tag_3"
18423,2,"tag_2"
18422,1,"tag_1"
18421,0,"tag_0"
18420,4,"tag_4"
18419,3,"tag_3"
18418,2,"tag_2"
18417,1,"tag_1"
18416,0,"tag_0"
18415,4,"tag_4"
18414,3,"tag_3"
18413,2,"tag_2"
18412,1,"tag_1"
18411,0,"tag_0"
18410,4,"tag_4"
18409,3,"tag_3"
18408,2,"tag_2"
18407,1,"tag_1"
18406,0,"tag_0"
18405,4,"tag_4"
18404,3,"tag_3"
18403,2,"tag_2"
18402,1,"tag_1"
18401,0,"tag_0"
18400,4,"tag_4"
18399,3,"tag_3"
18398,2,"tag_2"
18397,1,"tag_1"
18396,0,"tag_0"
18395,4,"tag_4"
18394,3,"tag_3"
18393,2,"tag_2"
18392,1,"tag_1"
18391,0,"tag_0"
18390,4,"tag_4"
18389,3,"tag_3"
18388,2,"tag_2"
18387,1,"tag_1"
18386,0,"tag_0"
18385,4,"tag_4"
18384,3,"tag_3"
18383,2,"tag_2"
18382,1,"tag_1"
18381,0,"tag_0"
18380,4,"tag_4"
18379,3,"tag_3"
18378,2,"tag_2"
18377,1,"tag_1"
18376,0,"tag_0"
18375,4,"tag_4"
18374,3,"tag_3"
18373,2,"tag_2"
18372,1,"tag_1"
18371,0,"tag_0"
18370,4,"tag_4"
18369,3,"tag_3"
18368,2,"tag_2"
18367,1,"tag_1"
18366,0,"tag_0"
18365,4,"tag_4"
18364,3,"tag_3"
18363,2,"tag_2"
18362,1,"tag_1"
18361,0,"tag_0"
18360,4,"tag_4"
18359,3,"tag_3"
18358,2,"tag_2"
18357,1,"tag_1"
18356,0,"tag_0"
18355,4,"tag_4"
18354,3,"tag_3"
18353,2,"tag_2"
18352,1,"tag_1"
18351,0,"tag_0"
18350,4,"tag_4"
18349,3,"tag_3"
18348,2,"tag_2"
18347,1,"tag_1"
18346,0,"tag_0"
18345,4,"tag_4"
18344,3,"tag_3"
18343,2,"tag_2"
18342,1,"tag_1"
18341,0,"tag_0"
18340,4,"tag_4"
18339,3,"tag_3"
18338,2,"tag_2"
18337,1,"tag_1"
18336,0,"tag_0"
18335,4,"tag_4"
18334,3,"tag_3"
18333,2,"tag_2"
18332,1,"tag_1"
18331,0,"tag_0"
18330,4,"tag_4"
18329,3,"tag_3"
18328,2,"tag_2"
18327,1,"tag_1"
18326,0,"tag_0"
18325,4,"tag_4"
18324,3,"tag_3"
18323,2,"tag_2"
18322,1,"tag_1"
18321,0,"tag_0"
18320,4,"tag_4"
18319,3,"tag_3"
18318,2,"tag_2"
18317,1,"tag_1"
18316,0,"tag_0"
18315,4,"tag_4"
18314,3,"tag_3"
18313,2,"tag_2"
18312,1,"tag_1"
18311,0,"tag_0"
18310,4,"tag_4"
18309,3,"tag_3"
18308,2,"tag_2"
18307,1,"tag_1"
18306,0,"tag_0"
18305,4,"tag_4"
18304,3,"tag_3"
18303,2,"tag_2"
18302,1,"tag_1"
18301,0,"tag_0"
18300,4,"tag_4"
18299,3,"tag_3"
18298,2,"tag_2"
18297,1,"tag_1"
18296,0,"tag_0"
18295,4,"tag_4"
18294,3,"tag_3"
18293,2,"tag_2"
18292,1,"tag_1"
18291,0,"tag_0"
18290,4,"tag_4"
18289,3,"tag_3"
18288,2,"tag_2"
18287,1,"tag_1"
18286,0,"tag_0"
18285,4,"tag_4"
18284,3,"tag_3"
18283,2,"tag_2"
18282,1,"tag_1"
18281,0,"tag_0"
18280,4,"tag_4"
18279,3,"tag_3"
18278,2,"tag_2"
18277,1,"tag_1"
18276,0,"tag_0"
18275,4,"tag_4"
18274,3,"tag_3"
18273,2,"tag_2"
18272,1,"tag_1"
18271,0,"tag_0"
18270,4,"tag_4"
18269,3,"tag_3"
18268,2,"tag_2"
18267,1,"tag_1"
18266,0,"tag_0"
18265,4,"tag_4"
18264,3,"tag_3"
18263,2,"tag_2"
18262,1,"tag_1"
18261,0,"tag_0"
18260,4,"tag_4"
18259,3,"tag_3"
18258,2,"tag_2"
18257,1,"tag_1"
18256,0,"tag_0"
18255,4,"tag_4"
18254,3,"tag_3"
18253,2,"tag_2"
18252,1,"tag_1"
18251,0,"tag_0"
18250,4,"tag_4"
18249,3,"tag_3"
18248,2,"tag_2"
18247,1,"tag_1"
18246,0,"tag_0"
18245,4,"tag_4"
18244,3,"tag_3"
18243,2,"tag_2"
18242,1,"tag_1"
18241,0,"tag_0"
18240,4,"tag_4"
18239,3,"tag_3"
18238,2,"tag_2"
18237,1,"tag_1"
18236,0,"tag_0"
18235,4,"tag_4"
18234,3,"tag_3"
18233,2,"tag_2"
18232,1,"tag_1"
18231,0,"tag_0"
18230,4,"tag_4"
18229,3,"tag_3"
18228,2,"tag_2"
18227,1,"tag_1"
18226,0,"tag_0"
18225,4,"tag_4"
18224,3,"tag_3"
18223,2,"tag_2"
18222,1,"tag_1"
18221,0,"tag_0"
18220,4,"tag_4"
18219,3,"tag_3"
18218,2,"tag_2"
18217,1,"tag_1"
18216,0,"tag_0"
18215,4,"tag_4"
18214,3,"tag_3"
18213,2,"tag_2"
18212,1,"tag_1"
18211,0,"tag_0"
18210,4,"tag_4"
18209,3,"tag_3"
18208,2,"tag_2"
18207,1,"tag_1"
18206,0,"tag_0"
18205,4,"tag_4"
18204,3,"tag_3"
18203,2,"tag_2"
18202,1,"tag_1"
18201,0,"tag_0"
18200,4,"tag_4"
18199,3,"tag_3"
18198,2,"tag_2"
18197,1,"tag_1"
18196,0,"tag_0"
18195,4,"tag_4"
18194,3,"tag_3"
18193,2,"tag_2"
18192,1,"tag_1"
18191,0,"tag_0"
18190,4,"tag_4"
18189,3,"tag_3"
18188,2,"tag_2"
18187,1,"tag_1"
18186,0,"tag_0"
18185,4,"tag_4"
18184,3,"tag_3"
18183,2,"tag_2"
18182,1,"tag_1"
18181,0,"tag_0"
18180,4,"tag_4"
18179,3,"tag_3"
18178,2,"tag_2"
18177,1,"tag_1"
18176,0,"tag_0"
18175,4,"tag_4"
18174,3,"tag_3"
18173,2,"tag_2"
18172,1,"tag_1"
18171,0,"tag_0"
18170,4,"tag_4"
18169,3,"tag_3"
18168,2,"tag_2"
18167,1,"tag_1"
18166,0,"tag_0"
18165,4,"tag_4"
18164,3,"tag_3"
18163,2,"tag_2"
18162,1,"tag_1"
18161,0,"tag_0"
18160,4,"tag_4"
18159,3,"tag_3"
18158,2,"tag_2"
18157,1,"tag_1"
18156,0,"tag_0"
18155,4,"tag_4"
18154,3,"tag_3"
18153,2,"tag_2"
18152,1,"tag_1"
18151,0,"tag_0"
18150,4,"tag_4"
18149,3,"tag_3"
18148,2,"tag_2"
18147,1,"tag_1"
18146,0,"tag_0"
18145,4,"tag_4"
18144,3,"tag_3"
18143,2,"tag_2"
18142,1,"tag_1"
18141,0,"tag_0"
18140,4,"tag_4"
18139,3,"tag_3"
18138,2,"tag_2"
18137,1,"tag_1"
18136,0,"tag_0"
18135,4,"tag_4"
18134,3,"tag_3"
18133,2,"tag_2"
18132,1,"tag_1"
18131,0,"tag_0"
18130,4,"tag_4"
18129,3,"tag_3"
18128,2,"tag_2"
18127,1,"tag_1"
18126,0,"tag_0"
18125,4,"tag_4"
18124,3,"tag_3"
18123,2,"tag_2"
18122,1,"tag_1"
18121,0,"tag_0"
18120,4,"tag_4"
18119,3,"tag_3"
18118,2,"tag_2"
18117,1,"tag_1"
18116,0,"tag_0"
18115,4,"tag_4"
18114,3,"tag_3"
18113,2,"tag_2"
18112,1,"tag_1"
18111,0,"tag_0"
18110,4,"tag_4"
18109,3,"tag_3"
18108,2,"tag_2"
18107,1,"tag_1"
18106,0,"tag_0"
18105,4,"tag_4"
18104,3,"tag_3"
18103,2,"tag_2"
18102,1,"tag_1"
18101,0,"tag_0"
18100,4,"tag_4"
18099,3,"tag_3"
18098,2,"tag_2"
18097,1,"tag_1"
18096,0,"tag_0"
18095,4,"tag_4"
18094,3,"tag_3"
18093,2,"tag_2"
18092,1,"tag_1"
18091,0,"tag_0"
18090,4,"tag_4"
18089,3,"tag_3"
18088,2,"tag_2"
18087,1,"tag_1"
18086,0,"tag_0"
18085,4,"tag_4"
18084,3,"tag_3"
18083,2,"tag_2"
18082,1,"tag_1"
18081,0,"tag_0"
18080,4,"tag_4"
18079,3,"tag_3"
18078,2,"tag_2"
18077,1,"tag_1"
18076,0,"tag_0"
18075,4,"tag_4"
18074,3,"tag_3"
18073,2,"tag_2"
18072,1,"tag_1"
18071,0,"tag_0"
18070,4,"tag_4"
18069,3,"tag_3"
18068,2,"tag_2"
18067,1,"tag_1"
18066,0,"tag_0"
18065,4,"tag_4"
18064,3,"tag_3"
18063,2,"tag_2"
18062,1,"tag_1"
18061,0,"tag_0"
18060,4,"tag_4"
18059,3,"tag_3"
18058,2,"tag_2"
18057,1,"tag_1"
18056,0,"tag_0"
18055,4,"tag_4"
18054,3,"tag_3"
18053,2,"tag_2"
18052,1,"tag_1"
18051,0,"tag_0"
18050,4,"tag_4"
18049,3,"tag_3"
18048,2,"tag_2"
18047,1,"tag_1"
18046,0,"tag_0"
18045,4,"tag_4"
18044,3,"tag_3"
18043,2,"tag_2"
18042,1,"tag_1"
18041,0,"tag_0"
18040,4,"tag_4"
18039,3,"tag_3"
18038,2,"tag_2"
18037,1,"tag_1"
18036,0,"tag_0"
18035,4,"tag_4"
18034,3,"tag_3"
18033,2,"tag_2"
18032,1,"tag_1"
18031,0,"tag_0"
18030,4,"tag_4"
18029,3,"tag_3"
18028,2,"tag_2"
18027,1,"tag_1"
18026,0,"tag_0"
18025,4,"tag_4"
18024,3,"tag_3"
18023,2,"tag_2"
18022,1,"tag_1"
18021,0,"tag_0"
18020,4,"tag_4"
18019,3,"tag_3"
18018,2,"tag_2"
18017,1,"tag_1"
18016,0,"tag_0"
18015,4,"tag_4"
18014,3,"tag_3"
18013,2,"tag_2"
18012,1,"tag_1"
18011,0,"tag_0"
18010,4,"tag_4"
18009,3,"tag_3"
18008,2,"tag_2"
18007,1,"tag_1"
18006,0,"tag_0"
18005,4,"tag_4"
18004,3,"tag_3"
18003,2,"tag_2"
18002,1,"tag_1"
18001,0,"tag_0"
18000,4,"tag_4"
17999,3,"tag_3"
17998,2,"tag_2"
17997,1,"tag_1"
17996,0,"tag_0"
17995,4,"tag_4"
17994,3,"tag_3"
17993,2,"tag_2"
17992,1,"tag_1"
17991,0,"tag_0"
17990,4,"tag_4"
17989,3,"tag_3"
17988,2,"tag_2"
17987,1,"tag_1"
17986,0,"tag_0"
17985,4,"tag_4"
17984,3,"tag_3"
17983,2,"tag_2"
17982,1,"tag_1"
17981,0,"tag_0"
17980,4,"tag_4"
17979,3,"tag_3"
17978,2,"tag_2"
17977,1,"tag_1"
17976,0,"tag_0"
17975,4,"tag_4"
17974,3,"tag_3"
17973,2,"tag_2"
17972,1,"tag_1"
17971,0,"tag_0"
17970,4,"tag_4"
17969,3,"tag_3"
17968,2,"tag_2"
17967,1,"tag_1"
17966,0,"tag_0"
17965,4,"tag_4"
17964,3,"tag_3"
17963,2,"tag_2"
17962,1,"tag_1"
17961,0,"tag_0"
17960,4,"tag_4"
17959,3,"tag_3"
17958,2,"tag_2"
17957,1,"tag_1"
17956,0,"tag_0"
17955,4,"tag_4"
17954,3,"tag_3"
17953,2,"tag_2"
17952,1,"tag_1"
17951,0,"tag_0"
17950,4,"tag_4"
17949,3,"tag_3"
17948,2,"tag_2"
17947,1,"tag_1"
17946,0,"tag_0"
17945,4,"tag_4"
17944,3,"tag_3"
17943,2,"tag_2"
17942,1,"tag_1"
17941,0,"tag_0"
17940,4,"tag_4"
17939,3,"tag_3"
17938,2,"tag_2"
17937,1,"tag_1"
17936,0,"tag_0"
17935,4,"tag_4"
17934,3,"tag_3"
17933,2,"tag_2"
17932,1,"tag_1"
17931,0,"tag_0"
17930,4,"tag_4"
17929,3,"tag_3"
17928,2,"tag_2"
17927,1,"tag_1"
17926,0,"tag_0"
17925,4,"tag_4"
17924,3,"tag_3"
17923,2,"tag_2"
17922,1,"tag_1"
17921,0,"tag_0"
17920,4,"tag_4"
17919,3,"tag_3"
17918,2,"tag_2"
17917,1,"tag_1"
17916,0,"tag_0"
17915,4,"tag_4"
17914,3,"tag_3"
17913,2,"tag_2"
17912,1,"tag_1"
17911,0,"tag_0"
17910,4,"tag_4"
17909,3,"tag_3"
17908,2,"tag_2"
17907,1,"tag_1"
17906,0,"tag_0"
17905,4,"tag_4"
17904,3,"tag_3"
17903,2,"tag_2"
17902,1,"tag_1"
17901,0,"tag_0"
17900,4,"tag_4"
17899,3,"tag_3"
17898,2,"tag_2"
17897,1,"tag_1"
17896,0,"tag_0"
17895,4,"tag_4"
17894,3,"tag_3"
17893,2,"tag_2"
17892,1,"tag_1"
17891,0,"tag_0"
17890,4,"tag_4"
17889,3,"tag_3"
17888,2,"tag_2"
17887,1,"tag_1"
17886,0,"tag_0"
17885,4,"tag_4"
17884,3,"tag_3"
17883,2,"tag_2"
17882,1,"tag_1"
17881,0,"tag_0"
17880,4,"tag_4"
17879,3,"tag_3"
17878,2,"tag_2"
17877,1,"tag_1"
17876,0,"tag_0"
17875,4,"tag_4"
17874,3,"tag_3"
17873,2,"tag_2"
17872,1,"tag_1"
17871,0,"tag_0"
17870,4,"tag_4"
17869,3,"tag_3"
17868,2,"tag_2"
17867,1,"tag_1"
17866,0,"tag_0"
17865,4,"tag_4"
17864,3,"tag_3"
17863,2,"tag_2"
17862,1,"tag_1"
17861,0,"tag_0"
17860,4,"tag_4"
17859,3,"tag_3"
17858,2,"tag_2"
17857,1,"tag_1"
17856,0,"tag_0"
17855,4,"tag_4"
17854,3,"tag_3"
17853,2,"tag_2"
17852,1,"tag_1"
17851,0,"tag_0"
17850,4,"tag_4"
17849,3,"tag_3"
17848,2,"tag_2"
17847,1,"tag_1"
17846,0,"tag_0"
17845,4,"tag_4"
17844,3,"tag_3"
17843,2,"tag_2"
17842,1,"tag_1"
17841,0,"tag_0"
17840,4,"tag_4"
17839,3,"tag_3"
17838,2,"tag_2"
17837,1,"tag_1"
17836,0,"tag_0"
17835,4,"tag_4"
17834,3,"tag_3"
17833,2,"tag_2"
17832,1,"tag_1"
17831,0,"tag_0"
17830,4,"tag_4"
17829,3,"tag_3"
17828,2,"tag_2"
17827,1,"tag_1"
17826,0,"tag_0"
17825,4,"tag_4"
17824,3,"tag_3"
17823,2,"tag_2"
17822,1,"tag_1"
17821,0,"tag_0"
17820,4,"tag_4"
17819,3,"tag_3"
17818,2,"tag_2"
17817,1,"tag_1"
17816,0,"tag_0"
17815,4,"tag_4"
17814,3,"tag_3"
17813,2,"tag_2"
17812,1,"tag_1"
17811,0,"tag_0"
17810,4,"tag_4"
17809,3,"tag_3"
17808,2,"tag_2"
17807,1,"tag_1"
17806,0,"tag_0"
17805,4,"tag_4"
17804,3,"tag_3"
17803,2,"tag_2"
17802,1,"tag_1"
17801,0,"tag_0"
17800,4,"tag_4"
17799,3,"tag_3"
17798,2,"tag_2"
17797,1,"tag_1"
17796,0,"tag_0"
17795,4,"tag_4"
17794,3,"tag_3"
17793,2,"tag_2"
17792,1,"tag_1"
17791,0,"tag_0"
17790,4,"tag_4"
17789,3,"tag_3"
17788,2,"tag_2"
17787,1,"tag_1"
17786,0,"tag_0"
17785,4,"tag_4"
17784,3,"tag_3"
17783,2,"tag_2"
17782,1,"tag_1"
17781,0,"tag_0"
17780,4,"tag_4"
17779,3,"tag_3"
17778,2,"tag_2"
17777,1,"tag_1"
17776,0,"tag_0"
17775,4,"tag_4"
17774,3,"tag_3"
17773,2,"tag_2"
17772,1,"tag_1"
17771,0,"tag_0"
17770,4,"tag_4"
17769,3,"tag_3"
17768,2,"tag_2"
17767,1,"tag_1"
17766,0,"tag_0"
17765,4,"tag_4"
17764,3,"tag_3"
17763,2,"tag_2"
17762,1,"tag_1"
17761,0,"tag_0"
17760,4,"tag_4"
17759,3,"tag_3"
17758,2,"tag_2"
17757,1,"tag_1"
17756,0,"tag_0"
17755,4,"tag_4"
17754,3,"tag_3"
17753,2,"tag_2"
17752,1,"tag_1"
17751,0,"tag_0"
17750,4,"tag_4"
17749,3,"tag_3"
17748,2,"tag_2"
17747,1,"tag_1"
17746,0,"tag_0"
17745,4,"tag_4"
17744,3,"tag_3"
17743,2,"tag_2"
17742,1,"tag_1"
17741,0,"tag_0"
17740,4,"tag_4"
17739,3,"tag_3"
17738,2,"tag_2"
17737,1,"tag_1"
17736,0,"tag_0"
17735,4,"tag_4"
17734,3,"tag_3"
17733,2,"tag_2"
17732,1,"tag_1"
17731,0,"tag_0"
17730,4,"tag_4"
17729,3,"tag_3"
17728,2,"tag_2"
17727,1,"tag_1"
17726,0,"tag_0"
17725,4,"tag_4"
17724,3,"tag_3"
17723,2,"tag_2"
17722,1,"tag_1"
17721,0,"tag_0"
17720,4,"tag_4"
17719,3,"tag_3"
17718,2,"tag_2"
17717,1,"tag_1"
17716,0,"tag_0"
17715,4,"tag_4"
17714,3,"tag_3"
17713,2,"tag_2"
17712,1,"tag_1"
17711,0,"tag_0"
17710,4,"tag_4"
17709,3,"tag_3"
17708,2,"tag_2"
17707,1,"tag_1"
17706,0,"tag_0"
17705,4,"tag_4"
17704,3,"tag_3"
17703,2,"tag_2"
17702,1,"tag_1"
17701,0,"tag_0"
17700,4,"tag_4"
17699,3,"tag_3"
17698,2,"tag_2"
17697,1,"tag_1"
17696,0,"tag_0"
17695,4,"tag_4"
17694,3,"tag_3"
17693,2,"tag_2"
17692,1,"tag_1"
17691,0,"tag_0"
17690,4,"tag_4"
17689,3,"tag_3"
17688,2,"tag_2"
17687,1,"tag_1"
17686,0,"tag_0"
17685,4,"tag_4"
17684,3,"tag_3"
17683,2,"tag_2"
17682,1,"tag_1"
17681,0,"tag_0"
17680,4,"tag_4"
17679,3,"tag_3"
17678,2,"tag_2"
17677,1,"tag_1"
17676,0,"tag_0"
17675,4,"tag_4"
17674,3,"tag_3"
17673,2,"tag_2"
17672,1,"tag_1"
17671,0,"tag_0"
17670,4,"tag_4"
17669,3,"tag_3"
17668,2,"tag_2"
17667,1,"tag_1"
17666,0,"tag_0"
17665,4,"tag_4"
17664,3,"tag_3"
17663,2,"tag_2"
17662,1,"tag_1"
17661,0,"tag_0"
17660,4,"tag_4"
17659,3,"tag_3"
17658,2,"tag_2"
17657,1,"tag_1"
17656,0,"tag_0"
17655,4,"tag_4"
17654,3,"tag_3"
17653,2,"tag_2"
17652,1,"tag_1"
17651,0,"tag_0"
17650,4,"tag_4"
17649,3,"tag_3"
17648,2,"tag_2"
17647,1,"tag_1"
17646,0,"tag_0"
17645,4,"tag_4"
17644,3,"tag_3"
17643,2,"tag_2"
17642,1,"tag_1"
17641,0,"tag_0"
17640,4,"tag_4"
17639,3,"tag_3"
17638,2,"tag_2"
17637,1,"tag_1"
17636,0,"tag_0"
17635,4,"tag_4"
17634,3,"tag_3"
17633,2,"tag_2"
17632,1,"tag_1"
17631,0,"tag_0"
17630,4,"tag_4"
17629,3,"tag_3"
17628,2,"tag_2"
17627,1,"tag_1"
17626,0,"tag_0"
17625,4,"tag_4"
17624,3,"tag_3"
17623,2,"tag_2"
17622,1,"tag_1"
17621,0,"tag_0"
17620,4,"tag_4"
17619,3,"tag_3"
17618,2,"tag_2"
17617,1,"tag_1"
17616,0,"tag_0"
17615,4,"tag_4"
17614,3,"tag_3"
17613,2,"tag_2"
17612,1,"tag_1"
17611,0,"tag_0"
17610,4,"tag_4"
17609,3,"tag_3"
17608,2,"tag_2"
17607,1,"tag_1"
17606,0,"tag_0"
17605,4,"tag_4"
17604,3,"tag_3"
17603,2,"tag_2"
17602,1,"tag_1"
17601,0,"tag_0"
17600,4,"tag_4"
17599,3,"tag_3"
17598,2,"tag_2"
17597,1,"tag_1"
17596,0,"tag_0"
17595,4,"tag_4"
17594,3,"tag_3"
17593,2,"tag_2"
17592,1,"tag_1"
17591,0,"tag_0"
17590,4,"tag_4"
17589,3,"tag_3"
17588,2,"tag_2"
17587,1,"tag_1"
17586,0,"tag_0"
17585,4,"tag_4"
17584,3,"tag_3"
17583,2,"tag_2"
17582,1,"tag_1"
17581,0,"tag_0"
17580,4,"tag_4"
17579,3,"tag_3"
17578,2,"tag_2"
17577,1,"tag_1"
17576,0,"tag_0"
17575,4,"tag_4"
17574,3,"tag_3"
17573,2,"tag_2"
17572,1,"tag_1"
17571,0,"tag_0"
17570,4,"tag_4"
17569,3,"tag_3"
17568,2,"tag_2"
17567,1,"tag_1"
17566,0,"tag_0"
17565,4,"tag_4"
17564,3,"tag_3"
17563,2,"tag_2"
17562,1,"tag_1"
17561,0,"tag_0"
17560,4,"tag_4"
17559,3,"tag_3"
